# Data taken from
# Abbot and von Doenhoff, "Theory of Wing Sections," 1949 data
# page 325m, NACA 0018 cp for aoa = 0
#
#
#   x*100     (v/V)**2
0.0,0.5,1.25,2.5,5.0,7.5,10.0,15.0,20.0,25.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,95.0,100.0
0.0,0.465,0.857,1.217,1.507,1.598,1.628,1.633,1.625,1.592,1.556,1.453,1.331,1.246,1.153,1.051,0.933,0.836,0.0
